"species","decimalLongitude","decimalLatitude"
"Didelphis virginiana",-97.441499,35.141174
"Didelphis virginiana",-122.2472,47.5531
"Didelphis virginiana",-100.315556,25.724167
"Didelphis virginiana",-85.95,11.76667
"Didelphis virginiana",-92.3019739,30.1522074
"Didelphis virginiana",-100.501894,31.488207
"Didelphis virginiana",-101.472951,32.09145
"Didelphis virginiana",-97.444401,35.232893
"Didelphis virginiana",-88.658334,36.239713
"Didelphis virginiana",-97.8487,41.9574
"Didelphis virginiana",-94.445464,30.28389
"Didelphis virginiana",-102.691475,18.059683
"Didelphis virginiana",-89.383333,43.066667
"Didelphis virginiana",-100.018611,25.285278
"Didelphis virginiana",-82.63581,29.03671
"Didelphis virginiana",-75.9106502,43.9746588
"Didelphis virginiana",-122.342659,48.920117
"Didelphis virginiana",-101.578333,19.618611
"Didelphis virginiana",-98.387327,26.171586
"Didelphis virginiana",-84.1205533,42.6259611
"Didelphis virginiana",-87.782745,41.950901
"Didelphis virginiana",-93.40194,35.97667
"Didelphis virginiana",-95.87733,38.47985
"Didelphis virginiana",-104.05,19.39
"Didelphis virginiana",-105.129167,23.804167
"Didelphis virginiana",-99.724199,30.53006
"Didelphis virginiana",-89.37,18.88
"Didelphis virginiana",-103.957167,23.7
"Didelphis virginiana",-103.0247818,19.9212872
"Didelphis virginiana",-84.5347155,42.6405507
"Didelphis virginiana",-71.16539,42.64703
"Didelphis virginiana",-96.6844,16.68587
"Didelphis virginiana",-94.700127,30.694003
"Didelphis virginiana",-99.0475,16.797222
"Didelphis virginiana",-97.745,17.181111
"Didelphis virginiana",-90.459512,14.541996
"Didelphis virginiana",-96.808655,33.882163
"Didelphis virginiana",-104.196945,23.392778
"Didelphis virginiana",-99.650833,17.535833
"Didelphis virginiana",-95.379775,40.567239
"Didelphis virginiana",-97.4031238,20.9594419
"Didelphis virginiana",-104.1978,42.0691
"Didelphis virginiana",-95.307222,18.532222
"Didelphis virginiana",-121.967548,37.22365
"Didelphis virginiana",-92.494167,16.898611
"Didelphis virginiana",-93.178497,31.94463
"Didelphis virginiana",-103.034164,19.915556
"Didelphis virginiana",-73.49917,43.09056
"Didelphis virginiana",-100.538546,30.897453
"Didelphis virginiana",-98.493626,29.424124
"Didelphis virginiana",-97.812904,37.940266
"Didelphis virginiana",-82.0134195,39.941187
"Didelphis virginiana",-89.949167,18.600639
"Didelphis virginiana",-80.40944,27.675
"Didelphis virginiana",-96.5857218,39.6910616
"Didelphis virginiana",-93.819389,15.942667
"Didelphis virginiana",-89.617292,35.204528
"Didelphis virginiana",-91.9901003,43.5552292
"Didelphis virginiana",-96.834415,33.882111
"Didelphis virginiana",-73.71444,41.132984
"Didelphis virginiana",-84.917236,43.582868
"Didelphis virginiana",-122.1155586,37.1128957
"Didelphis virginiana",-101.430332,32.153036
"Didelphis virginiana",-99.120834,18.780556
"Didelphis virginiana",-93.057222,17.4
"Didelphis virginiana",-100.204722,19.246389
"Didelphis virginiana",-95.2374899,38.9319788
"Didelphis virginiana",-103.04,21.57
"Didelphis virginiana",-102.248337,20.478056
"Didelphis virginiana",-98.69558,19.10142
"Didelphis virginiana",-83.9828789,42.4096535
"Didelphis virginiana",-118.2989942,34.1328227
"Didelphis virginiana",-91.1369447,30.3402043
"Didelphis virginiana",-122.038423,37.989052
"Didelphis virginiana",-91.1629455,30.3972024
"Didelphis virginiana",-91.968333,15.854722
"Didelphis virginiana",-88.0683,41.6986
"Didelphis virginiana",-97.352755,35.218046
"Didelphis virginiana",-89.34611,36.44222
"Didelphis virginiana",-87.712235,41.91557
"Didelphis virginiana",-97.43917,35.2225
"Didelphis virginiana",-92.4689784,30.2062052
"Didelphis virginiana",-99.593,17.554
"Didelphis virginiana",-94.246225,30.49361
"Didelphis virginiana",-99.301667,19.036944
"Didelphis virginiana",-100.46623,31.461515
"Didelphis virginiana",-88.09948,35.769908
"Didelphis virginiana",-120.879059,37.571099
"Didelphis virginiana",-98.052958,23.797828
"Didelphis virginiana",-122.3219,45.3975
"Didelphis virginiana",-90.008741,35.351863
"Didelphis virginiana",-119.808611,34.453056
"Didelphis virginiana",-84.5312956,42.7156499
"Didelphis virginiana",-97.647471,35.018894
"Didelphis virginiana",-85.23889,36.115
"Didelphis virginiana",-88.1325,19.26
"Didelphis virginiana",-97.605003,35.581108
"Didelphis virginiana",-95.657,18.619
"Didelphis virginiana",-97.529125,20.02957
"Didelphis virginiana",-104.3954649,23.4696027
"Didelphis virginiana",-122.17499,37.90433
"Didelphis virginiana",-97.530029,35.348536
"Didelphis virginiana",-122.7226,45.3888
"Didelphis virginiana",-85.20166,43.42665
"Didelphis virginiana",-99.407674,18.862697
"Didelphis virginiana",-91.8671,41.75945
"Didelphis virginiana",-91.8189611,30.0032135
"Didelphis virginiana",-89.4412578,18.0151547
"Didelphis virginiana",-92.6649844,30.4851957
"Didelphis virginiana",-93.2879979,29.7972164
"Didelphis virginiana",-96.48989,28.47749
"Didelphis virginiana",-98.8765,29.58724
"Didelphis virginiana",-96.9753879,37.1527964
"Didelphis virginiana",-85.7058751,11.3188359
"Didelphis virginiana",-98.075841,19.555003
"Didelphis virginiana",-93.095278,16.723889
"Didelphis virginiana",-89.417892,18.592419
"Didelphis virginiana",-91.5559553,30.285205
"Didelphis virginiana",-90.7039327,30.0752139
"Didelphis virginiana",-98.0033,41.6908
"Didelphis virginiana",-81.3631901,27.1724307
"Didelphis virginiana",-99.1892,19.3253
"Didelphis virginiana",-122.253,37.8576
"Didelphis virginiana",-101.920286,18.84045
"Didelphis virginiana",-89.866177,35.09058
"Didelphis virginiana",-91.739167,16.094444
"Didelphis virginiana",-101.470193,32.148271
"Didelphis virginiana",-95.614306,35.399425
"Didelphis virginiana",-99.506741,36.570717
"Didelphis virginiana",-91.5374208,18.7712259
"Didelphis virginiana",-92.0199761,32.8361267
"Didelphis virginiana",-89.20833,35.50028
"Didelphis virginiana",-95.5027044,40.2185473
"Didelphis virginiana",-96.3227,30.617701
"Didelphis virginiana",-93.29806,37.21528
"Didelphis virginiana",-72.66667,40.82444
"Didelphis virginiana",-93.8196899,16.1491238
"Didelphis virginiana",-99.27269,38.465275
"Didelphis virginiana",-100.532819,31.005141
"Didelphis virginiana",-102.825302,20.7542
"Didelphis virginiana",-123.026208,44.990119
"Didelphis virginiana",-99.613611,16.725
"Didelphis virginiana",-97.822,18.149
"Didelphis virginiana",-95.014025,41.287808
"Didelphis virginiana",-122.675461,49.002254
"Didelphis virginiana",-79.980726,39.627507
"Didelphis virginiana",-99.144165,18.918333
"Didelphis virginiana",-100.185556,25.781944
"Didelphis virginiana",-87.943822,42.06014
"Didelphis virginiana",-87.432481,44.6088289
"Didelphis virginiana",-92.3584,41.3333
"Didelphis virginiana",-77.025477,42.995432
"Didelphis virginiana",-118.46,34.07
"Didelphis virginiana",-89.4878994,29.3182418
"Didelphis virginiana",-92.5719802,29.9712126
"Didelphis virginiana",-76.527506,42.428339
"Didelphis virginiana",-76.509476,42.438103
"Didelphis virginiana",-89.622,20.968
"Didelphis virginiana",-96.247784,35.07978
"Didelphis virginiana",-109.073945,27.077099
"Didelphis virginiana",-122.10898,37.89653
"Didelphis virginiana",-98.6539329,35.3954892
"Didelphis virginiana",-94.289074,30.772841
"Didelphis virginiana",-93.819444,15.942778
"Didelphis virginiana",-100.937222,22.188333
"Didelphis virginiana",-95.26217,41.3092
"Didelphis virginiana",-87.05,12.73333
"Didelphis virginiana",-73.695123,42.580612
"Didelphis virginiana",-90.43333,14.21667
"Didelphis virginiana",-90.338467,34.995218
"Didelphis virginiana",-89.640959,35.209344
"Didelphis virginiana",-92.0699675,30.0132126
"Didelphis virginiana",-97.271501,38.0466877
"Didelphis virginiana",-96.7092,16.68729
"Didelphis virginiana",-87.473122,46.619501
"Didelphis virginiana",-88.0833,41.8333
"Didelphis virginiana",-73.964449,42.575936
"Didelphis virginiana",-84.66667,30.20833
"Didelphis virginiana",-99.865083,23.948117
"Didelphis virginiana",-96.7983,17.01488
"Didelphis virginiana",-104.7241716,19.2459359
"Didelphis virginiana",-106.890187,34.029327
"Didelphis virginiana",-97.5544316,16.0749084
"Didelphis virginiana",-97.958313,19.933628
"Didelphis virginiana",-87.801833,41.987915
"Didelphis virginiana",-116.109105,32.650176
"Didelphis virginiana",-82.765928,29.029711
"Didelphis virginiana",-83.384264,35.708101
"Didelphis virginiana",-98.465007,18.600803
"Didelphis virginiana",-122.090352,37.932784
"Didelphis virginiana",-92.5669873,31.9861498
"Didelphis virginiana",-96.6995,16.69686
"Didelphis virginiana",-91.8839628,30.0382122
"Didelphis virginiana",-89.558333,18.025
"Didelphis virginiana",-97.197916,32.01083
"Didelphis virginiana",-98.519,33.877
"Didelphis virginiana",-94.846708,40.345153
"Didelphis virginiana",-92.3999797,31.0901774
"Didelphis virginiana",-87.85,41.8333
"Didelphis virginiana",-89.551607,35.204493
"Didelphis virginiana",-97.39694,32.157013
"Didelphis virginiana",-91.729444,16.115
"Didelphis virginiana",-99.687778,25.259167
"Didelphis virginiana",-79.122658,39.633389
"Didelphis virginiana",-79.84336,43.5877
"Didelphis virginiana",-104.6247528,24.0240044
"Didelphis virginiana",-105.8486646,23.609577
"Didelphis virginiana",-91.5729566,30.5591962
"Didelphis virginiana",-98.165,26.297
"Didelphis virginiana",-84.61755,43.69181
"Didelphis virginiana",-95.3697934,38.9104787
"Didelphis virginiana",-79.8885,43.02224
"Didelphis virginiana",-104.6055,23.918667
"Didelphis virginiana",-122.037068,37.885966
"Didelphis virginiana",-92.3469765,30.5681939
"Didelphis virginiana",-119.848056,34.416111
"Didelphis virginiana",-86.51667,12.03333
"Didelphis virginiana",-93.1559982,30.812184
"Didelphis virginiana",-100.466584,31.435293
"Didelphis virginiana",-91.0219416,30.2842063
"Didelphis virginiana",-122.264405,37.869799
"Didelphis virginiana",-94.119444,17.094722
"Didelphis virginiana",-100.493008,31.196414
"Didelphis virginiana",-103.883611,24.080833
"Didelphis virginiana",-97.283162,32.01083
"Didelphis virginiana",-119.712778,34.440278
"Didelphis virginiana",-97.541665,19.794519
"Didelphis virginiana",-89.64917,35.20444
"Didelphis virginiana",-95.595109,29.383719
"Didelphis virginiana",-87.73952,41.99674
"Didelphis virginiana",-93.116944,16.753333
"Didelphis virginiana",-95.1800899,39.2308739
"Didelphis virginiana",-97.448109,35.18335
"Didelphis virginiana",-96.5347155,37.0758095
"Didelphis virginiana",-103.867444,18.83651
"Didelphis virginiana",-96.59935,39.028359
"Didelphis virginiana",-82.1291224,39.3977956
"Didelphis virginiana",-93.5670106,31.3001677
"Didelphis virginiana",-105.8445678,23.4426241
"Didelphis virginiana",-100.725535,19.672111
"Didelphis virginiana",-93.2686626,44.29492
"Didelphis virginiana",-88.92995,40.60582
"Didelphis virginiana",-95.071944,18.619444
"Didelphis virginiana",-98.282219,37.654221
"Didelphis virginiana",-98.377518,19.32757
"Didelphis virginiana",-118.291389,33.735833
"Didelphis virginiana",-101.49423,34.257434
"Didelphis virginiana",-99.327,38.879
"Didelphis virginiana",-119.017776,35.373333
"Didelphis virginiana",-122.6608,45.401
"Didelphis virginiana",-120.096389,34.584167
"Didelphis virginiana",-122.1721,37.762622
"Didelphis virginiana",-94.5876,16.3681
"Didelphis virginiana",-87.706726,41.998772
"Didelphis virginiana",-101.140831,37.358608
"Didelphis virginiana",-105.78756,22.82128
"Didelphis virginiana",-80.25,42.833333
"Didelphis virginiana",-122.7114,45.3175
"Didelphis virginiana",-84.314018,33.828121
"Didelphis virginiana",-89.662006,35.292407
"Didelphis virginiana",-87.7549299,41.3274956
"Didelphis virginiana",-89.8979114,29.854223
"Didelphis virginiana",-101.30583,32.281877
"Didelphis virginiana",-88.249176,35.863025
"Didelphis virginiana",-92.3729764,30.3302015
"Didelphis virginiana",-79.45321,42.87383
"Didelphis virginiana",-98.919998,20.686388
"Didelphis virginiana",-104.013898,18.916669
"Didelphis virginiana",-99.175833,18.881667
"Didelphis virginiana",-99.574167,21.201667
"Didelphis virginiana",-96.109377,36.663491
"Didelphis virginiana",-83.5543,35.7884
"Didelphis virginiana",-122.228073,37.785328
"Didelphis virginiana",-98.8765,29.45656
"Didelphis virginiana",-79.22919,43.08503
"Didelphis virginiana",-95.246944,16.233055
"Didelphis virginiana",-122.062325,37.080183
"Didelphis virginiana",-91.4329538,30.8031888
"Didelphis virginiana",-83.410468,44.409868
"Didelphis virginiana",-96.401604,18.466389
"Didelphis virginiana",-85.3627121,43.71354
"Didelphis virginiana",-104.051167,23.667333
"Didelphis virginiana",-78.43,42.0775
"Didelphis virginiana",-98.1584333,24.847884
"Didelphis virginiana",-84.513169,42.6829832
"Didelphis virginiana",-101.846689,20.121072
"Didelphis virginiana",-96.677538,17.0515718
"Didelphis virginiana",-87.8602035,42.5122078
"Didelphis virginiana",-97.223566,20.128182
"Didelphis virginiana",-93.3333648,44.3499194
"Didelphis virginiana",-94.295182,30.6925
"Didelphis virginiana",-96.737222,33.998709
"Didelphis virginiana",-102.400835,20.6533606
"Didelphis virginiana",-100.314079,29.000968
"Didelphis virginiana",-106.901259,34.17146
"Didelphis virginiana",-120.098056,34.618056
"Didelphis virginiana",-98.022499,20.174444
"Didelphis virginiana",-122.27153,37.86979
"Didelphis virginiana",-92.0509677,30.2242057
"Didelphis virginiana",-90.37667,14.0131
"Didelphis virginiana",-102.095833,18.016389
"Didelphis virginiana",-99.024369,18.507475
"Didelphis virginiana",-90.8589371,30.18421
"Didelphis virginiana",-84.207984,30.66162
"Didelphis virginiana",-95.9724,38.53469
"Didelphis virginiana",-95.2606905,38.9345786
"Didelphis virginiana",-96.1385,18.689167
"Didelphis virginiana",-104.560584,19.195862
"Didelphis virginiana",-117.98,33.76
"Didelphis virginiana",-100.5029,31.375994
"Didelphis virginiana",-99.3804021,23.4057176
"Didelphis virginiana",-92.12,15.52
"Didelphis virginiana",-98.52597,38.940152
"Didelphis virginiana",-122.115915,37.708357
"Didelphis virginiana",-90.146222,35.071538
"Didelphis virginiana",-98.086678,30.233759
"Didelphis virginiana",-95.293285,38.972353
"Didelphis virginiana",-94.587583,16.368111
"Didelphis virginiana",-85.15,43.31
"Didelphis virginiana",-97.753105,39.121929
"Didelphis virginiana",-78.6371253,35.8975658
"Didelphis virginiana",-89.383333,42.933333
"Didelphis virginiana",-88.790563,18.419107
"Didelphis virginiana",-97.219194,35.158159
"Didelphis virginiana",-95.308333,18.541667
"Didelphis virginiana",-95.113611,18.419444
"Didelphis virginiana",-99.926964,39.610535
"Didelphis virginiana",-95.03907,38.47077
"Didelphis virginiana",-96.794214,33.885652
"Didelphis virginiana",-78.5693235,35.8981657
"Didelphis virginiana",-100.5,31.133333
"Didelphis virginiana",-121.548403,36.376185
"Didelphis virginiana",-97.194298,34.971112
"Didelphis virginiana",-97.1555043,43.6357219
"Didelphis virginiana",-87.69071,41.99296
"Didelphis virginiana",-92.422222,16.943333
"Didelphis virginiana",-92.3354924,17.5098951
"Didelphis virginiana",-83.48,42.54
"Didelphis virginiana",-71.24132,42.34323
"Didelphis virginiana",-98.4023273,37.2920982
"Didelphis virginiana",-93.124444,16.900556
"Didelphis virginiana",-71.29882,42.55527
"Didelphis virginiana",-83.2804,41.5799
"Didelphis virginiana",-118.54,34.23
"Didelphis virginiana",-90.29694,34.89972
"Didelphis virginiana",-98.476389,21.817778
"Didelphis virginiana",-78.835727,40.268463
"Didelphis virginiana",-99.225008,19.308333
"Didelphis virginiana",-95.146452,32.351166
"Didelphis virginiana",-103.813057,19.576944
"Didelphis virginiana",-92.0829694,30.4641979
"Didelphis virginiana",-92.0799708,30.8851846
"Didelphis virginiana",-87.7975,41.989389
"Didelphis virginiana",-122.25026,37.823825
"Didelphis virginiana",-122.2696,37.8931
"Didelphis virginiana",-91.1759457,30.3522038
"Didelphis virginiana",-107.3697259,24.3655448
"Didelphis virginiana",-100.494301,21.265801
"Didelphis virginiana",-82.41694,36.145
"Didelphis virginiana",-90.4619276,30.4382027
"Didelphis virginiana",-100.311667,25.685278
"Didelphis virginiana",-96.7026,16.69376
"Didelphis virginiana",-98.013924,16.330819
"Didelphis virginiana",-84.6508988,42.5208518
"Didelphis virginiana",-94.86,31.156667
"Didelphis virginiana",-84.0793844,44.3129366
"Didelphis virginiana",-93.59556,42.143755
"Didelphis virginiana",-92.1279704,30.4131994
"Didelphis virginiana",-99.6148674,24.5592218
"Didelphis virginiana",-101.97278,48.72889
"Didelphis virginiana",-100.542647,32.709245
"Didelphis virginiana",-122.4470846,37.6241033
"Didelphis virginiana",-98.954445,18.811666
"Didelphis virginiana",-79.948994,43.237551
"Didelphis virginiana",-82.8380382,35.5457725
"Didelphis virginiana",-101.5573223,28.1957129
"Didelphis virginiana",-91.9019632,30.0032133
"Didelphis virginiana",-97.337507,18.385003
"Didelphis virginiana",-87.815663,41.985275
"Didelphis virginiana",-71.02393,42.47443
"Didelphis virginiana",-94.0668005,46.486107
"Didelphis virginiana",-122.505256,37.733155
"Didelphis virginiana",-87.8832617,42.0332819
"Didelphis virginiana",-73.695045,42.580162
"Didelphis virginiana",-76.47694,42.44444
"Didelphis virginiana",-95.1726881,38.9381789
"Didelphis virginiana",-97.678698,35.570717
"Didelphis virginiana",-82.07056,36.19611
"Didelphis virginiana",-98.959919,18.639348
"Didelphis virginiana",-94.57833,39.041893
"Didelphis virginiana",-104.962,19.401
"Didelphis virginiana",-81.67167,29.47889
"Didelphis virginiana",-79.466667,42.983333
"Didelphis virginiana",-91.2099469,30.437201
"Didelphis virginiana",-106.89552,34.086883
"Didelphis virginiana",-108.9325891,27.0235852
"Didelphis virginiana",-92.0799685,30.2242057
"Didelphis virginiana",-118.239929,34.064894
"Didelphis virginiana",-91.2099469,30.4522005
"Didelphis virginiana",-99.18497,34.47807
"Didelphis virginiana",-96.305555,15.721667
"Didelphis virginiana",-94.524836,30.285977
"Didelphis virginiana",-95.178737,40.333883
"Didelphis virginiana",-103.4162392,41.7904025
"Didelphis virginiana",-95.30584,18.531947
"Didelphis virginiana",-93.30559,16.935074
"Didelphis virginiana",-98.7293456,35.5260358
